13098	1864	5088	0	2	3
13098	1864	5089	0	0	0
13098	1864	5091	0	0	0
13098	1864	5092	0	0	0
13098	1864	5094	0	0	0
13098	1864	5095	0	2	0
13098	1865	5088	0	0	3
13098	1865	5095	0	0	1
13098	1867	5095	0	0	1
13098	1868	5095	0	0	1
13098	1870	5088	0	0	3
13098	1870	5095	0	0	1
13098	1871	5088	0	2	2
13098	1871	5089	0	0	2
13098	1871	5091	0	0	2
13098	1871	5092	0	0	2
13098	1871	5094	0	0	2
13098	1871	5095	0	2	1
13830	1864	5090	0	0	0
13830	1864	5093	0	0	0
13830	1866	5088	0	0	3
13830	1866	5095	0	0	1
13830	1869	5088	0	0	3
13830	1869	5095	0	0	1
13830	1871	5090	0	0	2
13830	1871	5093	0	0	2
15313	1867	5088	0	0	3
15314	1868	5088	0	0	3
15406	1864	5091	0	10	1
15407	1867	5095	0	10	2
15408	1871	5091	0	10	3
15409	1867	5091	0	10	1
