13035	1912	5091	3	10	2
13035	1912	5092	3	10	2
13035	1915	5095	3	10	3
13035	1916	5095	3	10	3
13035	1919	5091	3	10	0
13035	1919	5092	3	10	0
13036	1912	5093	3	10	2
13036	1917	5095	3	10	3
13036	1919	5090	3	10	0
13037	1912	5090	3	10	2
13037	1914	5095	3	10	3
13037	1919	5093	3	10	0
13083	1914	5088	3	10	0
13083	1917	5088	3	10	2
13086	1913	5089	3	2	3
13086	1913	5090	3	0	0
13086	1913	5091	3	0	0
13086	1913	5092	3	0	0
13086	1913	5093	3	0	0
13086	1913	5094	3	2	0
13086	1914	5094	3	0	1
13086	1915	5094	3	0	1
13086	1916	5094	3	0	1
13086	1917	5094	3	0	1
13086	1918	5089	3	2	2
13086	1918	5090	3	0	2
13086	1918	5091	3	0	2
13086	1918	5092	3	0	2
13086	1918	5093	3	0	2
13086	1918	5094	3	2	1
13087	1917	5089	3	0	3
13088	1914	5089	3	0	3
13089	1912	5088	3	10	0
13089	1912	5089	3	10	0
13089	1912	5094	3	10	0
13089	1912	5095	3	10	0
13089	1913	5088	3	10	0
13089	1913	5095	3	10	0
13089	1918	5088	3	10	0
13089	1918	5095	3	10	0
13089	1919	5088	3	10	0
13089	1919	5089	3	10	0
13089	1919	5094	3	10	0
13089	1919	5095	3	10	0
15256	1914	5094	3	10	0
15257	1915	5091	3	10	0
15259	1915	5094	3	5	1
15259	1916	5094	3	5	1
15317	1915	5088	3	0	3
15317	1916	5088	3	0	3
15326	1916	5089	3	0	3
15327	1915	5089	3	0	3
15330	1913	5093	3	5	0
15330	1914	5089	3	5	3
15330	1917	5089	3	5	3
15330	1918	5093	3	5	2
15331	1913	5090	3	5	0
15331	1918	5090	3	5	2
