13098	1904	5096	0	2	3
13098	1904	5097	0	0	0
13098	1904	5099	0	0	0
13098	1904	5100	0	0	0
13098	1904	5102	0	0	0
13098	1904	5103	0	2	0
13098	1905	5096	0	0	3
13098	1905	5103	0	0	1
13098	1907	5103	0	0	1
13098	1908	5103	0	0	1
13098	1910	5096	0	0	3
13098	1910	5103	0	0	1
13098	1911	5096	0	2	2
13098	1911	5097	0	0	2
13098	1911	5099	0	0	2
13098	1911	5100	0	0	2
13098	1911	5102	0	0	2
13098	1911	5103	0	2	1
13830	1904	5098	0	0	0
13830	1904	5101	0	0	0
13830	1906	5096	0	0	3
13830	1906	5103	0	0	1
13830	1909	5096	0	0	3
13830	1909	5103	0	0	1
13830	1911	5098	0	0	2
13830	1911	5101	0	0	2
15313	1907	5096	0	0	3
15314	1908	5096	0	0	3
15426	1907	5102	0	10	0
15426	1908	5102	0	10	0
15427	1907	5099	0	22	3
15427	1907	5100	0	22	0
15427	1908	5099	0	22	2
15427	1908	5100	0	22	1
15434	1907	5103	0	5	1
15434	1908	5103	0	5	1
15435	1910	5102	0	10	0
15436	1904	5096	0	10	3
15436	1904	5097	0	10	3
15436	1904	5098	0	10	3
15436	1904	5099	0	10	3
15436	1904	5100	0	10	3
15436	1904	5101	0	10	3
15437	1911	5096	0	10	1
15437	1911	5097	0	10	1
15437	1911	5098	0	10	1
15437	1911	5099	0	10	1
15437	1911	5100	0	10	1
15437	1911	5101	0	10	1
15438	1905	5102	0	22	0
