1902	1856	5096	1	2	3
1902	1856	5097	1	0	0
1902	1856	5099	1	0	0
1902	1856	5100	1	0	0
1902	1856	5102	1	0	0
1902	1856	5103	1	2	0
1902	1857	5096	1	0	3
1902	1857	5103	1	0	1
1902	1862	5096	1	0	3
1902	1862	5103	1	0	1
1902	1863	5096	1	2	2
1902	1863	5097	1	0	2
1902	1863	5099	1	0	2
1902	1863	5100	1	0	2
1902	1863	5102	1	0	2
1902	1863	5103	1	2	1
13830	1856	5098	1	0	0
13830	1856	5101	1	0	0
13830	1858	5096	1	0	3
13830	1858	5103	1	0	1
13830	1861	5096	1	0	3
13830	1861	5103	1	0	1
13830	1863	5098	1	0	2
13830	1863	5101	1	0	2
15307	1859	5096	1	0	3
15307	1860	5103	1	0	1
15308	1859	5103	1	0	1
15308	1860	5096	1	0	3
15439	1859	5100	1	10	0
15440	1859	5099	1	10	0
15441	1856	5099	1	10	3
15442	1857	5099	1	10	3
15443	1857	5096	1	5	3
15444	1862	5096	1	5	3
15445	1856	5097	1	5	0
15446	1863	5097	1	5	2
15447	1856	5102	1	5	0
15448	1863	5099	1	10	1
15450	1863	5102	1	10	1
