1415	1904	5064	2	2	3
1415	1904	5065	2	0	0
1415	1904	5067	2	0	0
1415	1904	5068	2	0	0
1415	1904	5070	2	0	0
1415	1904	5071	2	2	0
1415	1905	5064	2	0	3
1415	1905	5071	2	0	1
1415	1906	5071	2	0	1
1415	1907	5071	2	0	1
1415	1908	5071	2	0	1
1415	1909	5071	2	0	1
1415	1910	5064	2	0	3
1415	1910	5071	2	0	1
1415	1911	5064	2	2	2
1415	1911	5065	2	0	2
1415	1911	5067	2	0	2
1415	1911	5068	2	0	2
1415	1911	5070	2	0	2
1415	1911	5071	2	2	1
13830	1904	5066	2	0	0
13830	1904	5069	2	0	0
13830	1906	5064	2	0	3
13830	1909	5064	2	0	3
13830	1911	5066	2	0	2
13830	1911	5069	2	0	2
15309	1907	5064	2	0	3
15310	1908	5064	2	0	3
18810	1910	5070	2	10	0
18811	1907	5071	2	10	1
18812	1911	5067	2	10	1
18813	1904	5067	2	10	3
18814	1907	5067	2	10	0
18815	1906	5071	2	10	1
