3948	1857	5068	3	22	2
3948	1861	5065	3	22	1
3948	1861	5069	3	22	0
3949	1856	5066	3	22	0
3949	1856	5067	3	22	3
3949	1856	5068	3	22	1
3949	1857	5067	3	22	2
3949	1857	5069	3	22	0
3949	1857	5071	3	22	0
3949	1858	5065	3	22	1
3949	1858	5068	3	22	3
3949	1859	5067	3	22	2
3949	1859	5070	3	22	3
3949	1860	5064	3	22	2
3949	1860	5065	3	22	1
3949	1860	5066	3	22	1
3949	1860	5069	3	22	0
3949	1860	5070	3	22	2
3949	1861	5064	3	22	3
3949	1861	5066	3	22	0
3949	1861	5068	3	22	3
3949	1861	5070	3	22	1
3949	1862	5065	3	22	0
3949	1862	5066	3	22	3
3949	1862	5068	3	22	2
3949	1862	5069	3	22	1
15311	1856	5068	3	0	0
15311	1859	5064	3	0	3
15311	1860	5071	3	0	1
15311	1863	5067	3	0	2
15312	1856	5067	3	0	0
15312	1859	5071	3	0	1
15312	1860	5064	3	0	3
15312	1863	5068	3	0	2
15361	1859	5067	3	10	0
15362	1857	5069	3	10	0
15363	1862	5070	3	10	0
15364	1862	5064	3	10	0
15365	1856	5064	3	10	0
15366	1859	5065	3	10	0
15367	1860	5069	3	10	0
