13055	1920	5082	0	10	3
13055	1920	5085	0	10	1
13055	1921	5082	0	10	3
13055	1921	5085	0	10	1
13055	1922	5080	0	10	0
13055	1922	5081	0	10	0
13055	1922	5086	0	10	0
13055	1922	5087	0	10	0
13055	1925	5080	0	10	2
13055	1925	5081	0	10	2
13055	1925	5086	0	10	2
13055	1925	5087	0	10	2
13055	1926	5082	0	10	3
13055	1926	5085	0	10	1
13055	1927	5082	0	10	3
13055	1927	5085	0	10	1
13056	1922	5082	0	10	2
13056	1922	5085	0	10	3
13056	1925	5082	0	10	1
13056	1925	5085	0	10	0
13061	1920	5080	0	10	0
13061	1920	5081	0	10	0
13061	1920	5086	0	10	0
13061	1920	5087	0	10	0
13061	1921	5080	0	10	0
13061	1921	5081	0	10	0
13061	1921	5086	0	10	0
13061	1921	5087	0	10	0
13061	1926	5080	0	10	0
13061	1926	5081	0	10	0
13061	1926	5086	0	10	0
13061	1926	5087	0	10	0
13061	1927	5080	0	10	0
13061	1927	5081	0	10	0
13061	1927	5086	0	10	0
13061	1927	5087	0	10	0
15317	1920	5083	0	0	0
15317	1920	5084	0	0	0
15317	1923	5080	0	0	3
15317	1923	5087	0	0	1
15317	1924	5080	0	0	3
15317	1924	5087	0	0	1
15317	1927	5083	0	0	2
15317	1927	5084	0	0	2
15323	1923	5083	0	10	2
15324	1923	5085	0	22	2
15324	1924	5085	0	22	2
15325	1923	5082	0	22	0
15325	1924	5082	0	22	0
15326	1923	5086	0	0	1
15327	1924	5086	0	0	1
15328	1924	5081	0	0	3
15329	1923	5081	0	0	3
15330	1921	5084	0	4	1
15330	1923	5081	0	4	0
15330	1924	5086	0	4	2
15330	1926	5083	0	4	3
15331	1921	5083	0	4	3
15331	1926	5084	0	4	1
