13083	1872	5082	3	10	3
13083	1872	5085	3	10	1
13083	1874	5080	3	10	0
13083	1874	5087	3	10	0
13083	1877	5080	3	10	2
13083	1877	5087	3	10	2
13083	1879	5082	3	10	3
13083	1879	5085	3	10	1
13086	1873	5081	3	2	3
13086	1873	5086	3	2	0
13086	1878	5081	3	2	2
13086	1878	5086	3	2	1
13087	1873	5082	3	0	0
13087	1874	5086	3	0	1
13087	1877	5081	3	0	3
13087	1878	5085	3	0	2
13088	1873	5085	3	0	0
13088	1874	5081	3	0	3
13088	1877	5086	3	0	1
13088	1878	5082	3	0	2
13089	1872	5080	3	10	0
13089	1872	5081	3	10	0
13089	1872	5086	3	10	0
13089	1872	5087	3	10	0
13089	1873	5080	3	10	0
13089	1873	5087	3	10	0
13089	1878	5080	3	10	0
13089	1878	5087	3	10	0
13089	1879	5080	3	10	0
13089	1879	5081	3	10	0
13089	1879	5086	3	10	0
13089	1879	5087	3	10	0
15317	1872	5083	3	0	0
15317	1872	5084	3	0	0
15317	1875	5080	3	0	3
15317	1875	5087	3	0	1
15317	1876	5080	3	0	3
15317	1876	5087	3	0	1
15317	1879	5083	3	0	2
15317	1879	5084	3	0	2
15326	1875	5086	3	0	1
15327	1876	5086	3	0	1
15328	1876	5081	3	0	3
15329	1875	5081	3	0	3
15331	1873	5086	3	5	1
15331	1878	5081	3	5	3
15336	1877	5085	3	10	0
15337	1873	5081	3	10	2
15377	1875	5083	3	22	0
15377	1875	5084	3	22	0
15377	1876	5083	3	22	0
15377	1876	5084	3	22	0
15378	1874	5083	3	22	3
15378	1874	5084	3	22	3
15378	1875	5082	3	22	2
15378	1875	5085	3	22	0
15378	1876	5082	3	22	2
15378	1876	5085	3	22	0
15378	1877	5083	3	22	1
15378	1877	5084	3	22	1
15379	1874	5082	3	22	3
15379	1874	5085	3	22	0
15379	1877	5082	3	22	2
15379	1877	5085	3	22	1
15380	1875	5083	3	10	0
34138	1874	5081	3	5	3
34138	1874	5086	3	5	1
34138	1877	5081	3	5	3
34138	1877	5086	3	5	1
